latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
7.61301,81.01514,333.74,0.4,0.37,2026-09-11,801,N,VIIRS,l,2.0NRT,302.04,2.33,D
7.61714,80.84123,330.79,0.41,0.37,2026-09-11,801,N,VIIRS,l,2.0NRT,304.92,4.5,D
7.71343,80.83015,352.48,0.41,0.37,2026-09-11,801,N,VIIRS,n,2.0NRT,308.16,12.23,D
7.79306,81.22885,347.93,0.4,0.37,2026-09-11,801,N,VIIRS,n,2.0NRT,308,14.16,D
7.82195,81.20905,330.55,0.4,0.37,2026-09-11,801,N,VIIRS,l,2.0NRT,303.08,2.83,D
7.82437,80.31818,330.57,0.42,0.38,2026-09-11,801,N,VIIRS,n,2.0NRT,298.54,2.96,D
7.8662,80.01651,350.23,0.44,0.38,2026-09-11,801,N,VIIRS,l,2.0NRT,303.58,10.98,D
7.89431,80.01201,356.38,0.44,0.38,2026-09-11,801,N,VIIRS,l,2.0NRT,305.56,24.01,D
7.9255,81.19964,349.98,0.4,0.37,2026-09-11,801,N,VIIRS,l,2.0NRT,308.62,11.34,D
7.92887,81.1991,352.39,0.4,0.37,2026-09-11,801,N,VIIRS,l,2.0NRT,305.79,11.34,D
7.93462,80.06189,340.51,0.43,0.38,2026-09-11,801,N,VIIRS,n,2.0NRT,302.41,3.76,D
7.95252,80.10713,333.12,0.43,0.38,2026-09-11,801,N,VIIRS,l,2.0NRT,304.43,3.17,D
7.95602,80.10657,333.06,0.43,0.38,2026-09-11,801,N,VIIRS,l,2.0NRT,302.4,3.17,D
7.95865,81.19073,340.02,0.4,0.37,2026-09-11,801,N,VIIRS,l,2.0NRT,307.92,5.49,D
7.96736,80.03738,330.39,0.43,0.38,2026-09-11,801,N,VIIRS,l,2.0NRT,304.68,4.65,D
7.9696,80.02896,332.52,0.43,0.38,2026-09-11,801,N,VIIRS,l,2.0NRT,306.69,5.96,D
7.99013,81.21532,330.13,0.4,0.37,2026-09-11,801,N,VIIRS,l,2.0NRT,303.31,1.86,D
8.02441,81.07615,334.31,0.4,0.37,2026-09-11,801,N,VIIRS,n,2.0NRT,303.35,1.4,D
8.02976,80.57709,332.33,0.41,0.37,2026-09-11,801,N,VIIRS,l,2.0NRT,299.18,3.02,D
8.13688,79.99423,334.1,0.43,0.38,2026-09-11,801,N,VIIRS,l,2.0NRT,300.19,4.03,D
8.1375,79.99817,333.52,0.43,0.38,2026-09-11,801,N,VIIRS,l,2.0NRT,300.43,4.32,D
8.14856,81.34052,350.57,0.39,0.37,2026-09-11,801,N,VIIRS,n,2.0NRT,309.71,14.37,D
8.15112,80.08427,339.28,0.43,0.38,2026-09-11,801,N,VIIRS,l,2.0NRT,303.94,11.03,D
8.20834,79.98703,330.92,0.43,0.38,2026-09-11,801,N,VIIRS,l,2.0NRT,303.86,6.63,D
8.22219,81.02239,333.5,0.4,0.37,2026-09-11,801,N,VIIRS,l,2.0NRT,305.01,8.9,D
8.23207,80.26948,335.58,0.42,0.38,2026-09-11,801,N,VIIRS,n,2.0NRT,302.72,2.64,D
8.29306,80.13734,335.15,0.43,0.38,2026-09-11,801,N,VIIRS,l,2.0NRT,304.39,6.55,D
8.29397,80.13721,338.34,0.43,0.38,2026-09-11,801,N,VIIRS,l,2.0NRT,304.61,6.68,D
8.29414,80.21237,340.62,0.42,0.38,2026-09-11,801,N,VIIRS,n,2.0NRT,305.1,5.4,D
8.29746,80.13666,337.35,0.43,0.38,2026-09-11,801,N,VIIRS,l,2.0NRT,305.64,7.6,D
8.29808,80.14052,334.76,0.43,0.38,2026-09-11,801,N,VIIRS,l,2.0NRT,302.53,8.29,D
8.30266,77.63816,339.74,0.57,0.43,2026-09-11,801,N,VIIRS,n,2.0NRT,306.69,6.52,D
8.30716,80.17469,336.3,0.43,0.38,2026-09-11,801,N,VIIRS,l,2.0NRT,303.52,5.12,D
8.31788,80.3184,340.09,0.42,0.38,2026-09-11,801,N,VIIRS,n,2.0NRT,305.3,4.56,D
8.31956,80.318,337.92,0.42,0.38,2026-09-11,801,N,VIIRS,n,2.0NRT,304.3,4.19,D
8.33641,80.40082,348.73,0.42,0.37,2026-09-11,801,N,VIIRS,n,2.0NRT,306.09,15.22,D
8.34312,80.37651,331.32,0.42,0.38,2026-09-11,801,N,VIIRS,l,2.0NRT,302.2,2.73,D
8.36264,80.8055,343.18,0.41,0.37,2026-09-11,801,N,VIIRS,n,2.0NRT,302.36,8.12,D
8.37158,80.75124,339.8,0.41,0.37,2026-09-11,801,N,VIIRS,n,2.0NRT,303.14,2.94,D
8.37283,80.80388,334.55,0.41,0.37,2026-09-11,801,N,VIIRS,l,2.0NRT,304.24,5.02,D
8.38194,80.42064,342.58,0.42,0.37,2026-09-11,801,N,VIIRS,n,2.0NRT,305.42,6.01,D
8.3827,80.4476,336.19,0.42,0.37,2026-09-11,801,N,VIIRS,l,2.0NRT,302.4,9.25,D
8.39982,80.53334,343.33,0.41,0.37,2026-09-11,801,N,VIIRS,n,2.0NRT,303.19,5.51,D
8.40384,80.33569,335.28,0.42,0.38,2026-09-11,801,N,VIIRS,n,2.0NRT,300.08,2.95,D
8.42157,80.53754,338.26,0.41,0.37,2026-09-11,801,N,VIIRS,l,2.0NRT,303.11,3.49,D
8.42381,80.52951,340.72,0.41,0.37,2026-09-11,801,N,VIIRS,l,2.0NRT,306.3,7.21,D
8.47301,80.75362,334.21,0.41,0.37,2026-09-11,801,N,VIIRS,l,2.0NRT,305.83,3.54,D
8.47641,80.75307,337.22,0.41,0.37,2026-09-11,801,N,VIIRS,l,2.0NRT,305.28,3.54,D
8.48565,80.52334,331.03,0.41,0.37,2026-09-11,801,N,VIIRS,l,2.0NRT,299.19,2.29,D
8.49105,80.13333,333.92,0.43,0.38,2026-09-11,801,N,VIIRS,l,2.0NRT,302.95,9.01,D
8.49392,80.12891,332.86,0.43,0.38,2026-09-11,801,N,VIIRS,l,2.0NRT,301.85,2.45,D
8.5069,80.7668,334.95,0.41,0.37,2026-09-11,801,N,VIIRS,l,2.0NRT,306.06,4.02,D
8.50874,80.17788,332.71,0.42,0.38,2026-09-11,801,N,VIIRS,l,2.0NRT,307.19,7.63,D
8.51221,80.17732,341.24,0.42,0.38,2026-09-11,801,N,VIIRS,l,2.0NRT,304.78,6.13,D
8.58726,80.3494,333.52,0.42,0.37,2026-09-11,801,N,VIIRS,l,2.0NRT,305.25,4.77,D
8.61787,80.4757,333.68,0.41,0.37,2026-09-11,801,N,VIIRS,l,2.0NRT,305.79,5.99,D
8.61995,78.07992,330.34,0.53,0.42,2026-09-11,801,N,VIIRS,l,2.0NRT,302.72,4.45,D
8.64889,81.00204,334.53,0.4,0.37,2026-09-11,801,N,VIIRS,l,2.0NRT,304.04,5.13,D
8.68756,80.91789,340.72,0.4,0.37,2026-09-11,801,N,VIIRS,l,2.0NRT,303.61,5.86,D
8.71449,80.17688,338.27,0.42,0.38,2026-09-11,801,N,VIIRS,l,2.0NRT,302.39,4.68,D
8.72995,77.52225,334.04,0.57,0.43,2026-09-11,801,N,VIIRS,n,2.0NRT,297.74,3.73,D
8.77848,77.56741,338.43,0.57,0.43,2026-09-11,801,N,VIIRS,n,2.0NRT,300.49,2.92,D
8.92184,77.48255,331.84,0.57,0.43,2026-09-11,801,N,VIIRS,n,2.0NRT,297.5,8.51,D
8.96205,80.7947,332.62,0.4,0.37,2026-09-11,801,N,VIIRS,l,2.0NRT,303.5,8.02,D
8.97476,80.89706,337.02,0.4,0.37,2026-09-11,801,N,VIIRS,n,2.0NRT,300.7,8.49,D
9.38751,80.61357,339.15,0.4,0.37,2026-09-11,801,N,VIIRS,l,2.0NRT,298.09,8.08,D
18.21146,74.44026,330.24,0.42,0.45,2026-09-11,803,N,VIIRS,n,2.0NRT,298.3,5.36,D
18.26146,75.48334,335.52,0.54,0.42,2026-09-11,803,N,VIIRS,n,2.0NRT,300.47,5.57,D
18.69317,73.04006,329.01,0.5,0.49,2026-09-11,803,N,VIIRS,n,2.0NRT,294.1,4.98,D
21.1033,72.63795,337.6,0.48,0.48,2026-09-11,805,N,VIIRS,n,2.0NRT,295.6,5.89,D
21.10511,72.64705,344.32,0.48,0.48,2026-09-11,805,N,VIIRS,n,2.0NRT,297.72,9.15,D
21.1883,81.39214,331,0.41,0.37,2026-09-11,805,N,VIIRS,n,2.0NRT,295.11,5.07,D
21.92127,83.3507,340.46,0.5,0.41,2026-09-11,805,N,VIIRS,n,2.0NRT,296.01,9.06,D
23.16489,82.34189,332.83,0.46,0.39,2026-09-11,805,N,VIIRS,n,2.0NRT,292.37,6.1,D
26.77685,90.32755,332.52,0.5,0.66,2026-09-11,805,N,VIIRS,n,2.0NRT,291.5,3.91,D
26.77699,90.32763,331.36,0.5,0.66,2026-09-11,805,N,VIIRS,n,2.0NRT,291.43,2.81,D
25.27196,69.08585,340.6,0.33,0.55,2026-09-11,807,N,VIIRS,n,2.0NRT,302.6,3.64,D
25.71746,68.85942,367,0.33,0.55,2026-09-11,807,N,VIIRS,h,2.0NRT,307.76,14.77,D
25.71819,68.86267,331.61,0.33,0.55,2026-09-11,807,N,VIIRS,n,2.0NRT,302.36,11.22,D
25.86803,68.93196,367,0.32,0.55,2026-09-11,807,N,VIIRS,h,2.0NRT,305.35,7.12,D
25.86876,68.93517,344.54,0.32,0.55,2026-09-11,807,N,VIIRS,n,2.0NRT,304.8,8.03,D
25.86924,68.93317,367,0.32,0.55,2026-09-11,807,N,VIIRS,h,2.0NRT,306.44,7.52,D
26.95863,68.40443,336.38,0.33,0.55,2026-09-11,807,N,VIIRS,l,2.0NRT,308.41,2.82,D
27.63409,68.3868,355.68,0.32,0.55,2026-09-11,807,N,VIIRS,n,2.0NRT,307,5.17,D
27.63629,68.39639,343.12,0.32,0.55,2026-09-11,807,N,VIIRS,n,2.0NRT,305.53,2.22,D
27.63903,68.38539,367,0.32,0.55,2026-09-11,807,N,VIIRS,h,2.0NRT,305.86,6.07,D
28.05176,69.36261,336.11,0.55,0.51,2026-09-11,807,N,VIIRS,n,2.0NRT,307.66,5.06,D
28.05294,69.36815,344.23,0.55,0.51,2026-09-11,807,N,VIIRS,n,2.0NRT,309.87,5.06,D
29.13163,75.77078,331.51,0.4,0.37,2026-09-11,807,N,VIIRS,l,2.0NRT,305.14,3.84,D
30.48006,73.87495,331.99,0.44,0.38,2026-09-11,807,N,VIIRS,l,2.0NRT,306.6,2.48,D
30.72791,76.34161,333.5,0.39,0.36,2026-09-11,807,N,VIIRS,n,2.0NRT,296.18,1.3,D
30.87024,70.64391,346,0.41,0.45,2026-09-11,807,N,VIIRS,n,2.0NRT,306.81,6.05,D
30.87769,75.94084,344.92,0.39,0.36,2026-09-11,807,N,VIIRS,n,2.0NRT,302.48,3,D
30.98912,74.20541,336.52,0.42,0.38,2026-09-11,807,N,VIIRS,n,2.0NRT,304.31,3.03,D
31.25864,74.47987,333.68,0.41,0.37,2026-09-11,807,N,VIIRS,n,2.0NRT,301.87,2.36,D
31.45933,74.51919,335.67,0.41,0.37,2026-09-11,807,N,VIIRS,n,2.0NRT,302.05,2.97,D
31.59567,74.82895,333.66,0.4,0.37,2026-09-11,807,N,VIIRS,n,2.0NRT,305.54,2.21,D
31.74919,74.49052,339.55,0.41,0.37,2026-09-11,807,N,VIIRS,n,2.0NRT,304.61,5.09,D
31.78289,75.174,335.78,0.4,0.37,2026-09-11,807,N,VIIRS,n,2.0NRT,300.83,3.43,D
31.86762,75.00837,343.03,0.4,0.37,2026-09-11,807,N,VIIRS,n,2.0NRT,301.46,5.58,D
32.1289,73.31739,336.4,0.44,0.39,2026-09-11,807,N,VIIRS,n,2.0NRT,303.61,2.97,D
34.15523,74.19093,332.36,0.4,0.37,2026-09-11,809,N,VIIRS,n,2.0NRT,300.75,3.76,D
34.15862,74.19041,329.45,0.4,0.37,2026-09-11,809,N,VIIRS,n,2.0NRT,299.49,1.78,D
30.0677,96.97839,307.07,0.33,0.56,2026-09-11,1849,N,VIIRS,n,2.0NRT,285.77,1.2,N
30.0697,96.97879,305.87,0.33,0.56,2026-09-11,1849,N,VIIRS,n,2.0NRT,285.47,1.71,N
25.54361,91.23469,295.33,0.67,0.74,2026-09-11,1851,N,VIIRS,n,2.0NRT,271.56,0.42,N
27.325,95.27734,311.48,0.39,0.6,2026-09-11,1851,N,VIIRS,n,2.0NRT,288.28,0.61,N
27.60801,95.40346,302.79,0.39,0.59,2026-09-11,1851,N,VIIRS,n,2.0NRT,287.83,0.79,N
28.05046,69.3678,316.38,0.43,0.62,2026-09-11,2032,N,VIIRS,n,2.0NRT,295.67,1.72,N
28.42292,69.69965,309.94,0.42,0.61,2026-09-11,2032,N,VIIRS,n,2.0NRT,296.34,1.66,N
30.44506,70.56732,308.73,0.39,0.59,2026-09-11,2032,N,VIIRS,n,2.0NRT,295.27,0.72,N
32.29601,74.31258,309.14,0.49,0.48,2026-09-11,2032,N,VIIRS,n,2.0NRT,296.03,1.05,N
33.29487,71.18565,302.85,0.38,0.59,2026-09-11,2032,N,VIIRS,n,2.0NRT,288.43,0.38,N
33.71712,73.97829,302.64,0.53,0.5,2026-09-11,2032,N,VIIRS,n,2.0NRT,288.29,1.08,N
20.75914,85.29253,304.29,0.45,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,284.17,1.19,N
20.78374,85.25797,302.67,0.45,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,284.81,1.74,N
21.10116,72.63661,339.66,0.45,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,291.28,9.18,N
21.10441,72.6459,343.3,0.45,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,291.64,6.65,N
21.10548,72.6372,308.75,0.45,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,290.15,3.95,N
21.10603,72.64871,309.18,0.45,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,290.5,7.13,N
21.10653,72.64437,340.24,0.45,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,291.98,7.13,N
21.10755,72.63565,309.89,0.45,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,290.88,4.4,N
21.10872,72.64648,311.12,0.45,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,291.06,6.65,N
21.10979,72.63779,308.22,0.45,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,291.28,3.95,N
21.16485,72.6702,335.84,0.45,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,290.35,10.53,N
21.16537,72.66583,334.66,0.45,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,289.32,10.37,N
22.05133,88.12428,298.19,0.32,0.54,2026-09-11,2034,N,VIIRS,n,2.0NRT,271.33,1.24,N
22.2472,87.39132,298.05,0.57,0.52,2026-09-11,2034,N,VIIRS,n,2.0NRT,278.14,1.37,N
22.36478,87.30112,309.44,0.56,0.51,2026-09-11,2034,N,VIIRS,n,2.0NRT,278.65,1.6,N
22.36546,87.01844,298.31,0.54,0.51,2026-09-11,2034,N,VIIRS,n,2.0NRT,273.4,0.92,N
22.3659,87.29573,299.76,0.56,0.51,2026-09-11,2034,N,VIIRS,n,2.0NRT,277.53,1.6,N
22.37058,87.29688,305.95,0.56,0.51,2026-09-11,2034,N,VIIRS,n,2.0NRT,277.13,1.6,N
22.37859,87.28189,309.21,0.56,0.51,2026-09-11,2034,N,VIIRS,n,2.0NRT,278.48,2.67,N
22.41649,69.03779,312.23,0.39,0.6,2026-09-11,2034,N,VIIRS,n,2.0NRT,291.92,1.4,N
22.9267,69.82265,307.63,0.36,0.57,2026-09-11,2034,N,VIIRS,n,2.0NRT,291.83,0.89,N
22.93276,69.70088,303.67,0.36,0.58,2026-09-11,2034,N,VIIRS,n,2.0NRT,288.44,0.56,N
22.9331,69.69727,306.91,0.36,0.58,2026-09-11,2034,N,VIIRS,n,2.0NRT,288.63,0.56,N
23.26521,70.25777,304.89,0.34,0.56,2026-09-11,2034,N,VIIRS,n,2.0NRT,292.8,0.85,N
23.55926,87.23817,303.14,0.52,0.5,2026-09-11,2034,N,VIIRS,n,2.0NRT,275.51,1.74,N
23.5627,87.08546,303.71,0.51,0.5,2026-09-11,2034,N,VIIRS,n,2.0NRT,278.13,1.24,N
23.66188,87.15467,300,0.52,0.5,2026-09-11,2034,N,VIIRS,n,2.0NRT,275.93,1.31,N
23.66734,86.09063,304.88,0.45,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,286.91,1.46,N
23.67404,86.39622,295.03,0.46,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,269.67,0.72,N
23.67691,86.39936,306.6,0.46,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,271.88,1.02,N
23.6774,86.1067,307.43,0.45,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,288.78,1.17,N
23.67743,86.40173,301.45,0.46,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,272.9,0.97,N
23.67782,86.39482,306.34,0.46,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,270.96,1.02,N
23.67837,86.39718,303.97,0.46,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,271.24,1.17,N
23.67929,86.39272,302.1,0.46,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,272.19,1.17,N
23.68214,86.39581,303.53,0.46,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,270.22,1.02,N
23.68302,86.39138,299.91,0.46,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,274.17,1.88,N
23.68361,86.39369,309.5,0.46,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,271.69,1.17,N
23.69176,87.12515,296.53,0.51,0.5,2026-09-11,2034,N,VIIRS,n,2.0NRT,273.57,0.42,N
23.69279,87.12022,296.37,0.51,0.5,2026-09-11,2034,N,VIIRS,n,2.0NRT,273.63,0.42,N
23.69408,85.36958,319.01,0.4,0.45,2026-09-11,2034,N,VIIRS,n,2.0NRT,283.12,3.16,N
23.69616,86.07954,306.56,0.44,0.46,2026-09-11,2034,N,VIIRS,n,2.0NRT,286.55,2.97,N
23.69703,86.07521,342.93,0.44,0.46,2026-09-11,2034,N,VIIRS,n,2.0NRT,285.97,2.97,N
23.6979,86.07088,305.93,0.44,0.46,2026-09-11,2034,N,VIIRS,n,2.0NRT,285.34,2.77,N
23.70125,86.07622,320.87,0.44,0.46,2026-09-11,2034,N,VIIRS,n,2.0NRT,285.98,2.97,N
23.71227,86.45252,295.09,0.47,0.48,2026-09-11,2034,N,VIIRS,n,2.0NRT,263.28,0.41,N
23.73847,86.43504,312.83,0.47,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,274.14,2.43,N
23.73969,85.01115,297.18,0.38,0.44,2026-09-11,2034,N,VIIRS,n,2.0NRT,283.89,0.79,N
23.75447,85.85305,307.08,0.43,0.46,2026-09-11,2034,N,VIIRS,n,2.0NRT,284.53,2,N
23.7587,86.40199,312.87,0.46,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,274.38,2.58,N
23.76302,86.403,318.41,0.46,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,275.77,2.58,N
23.76481,86.39408,298.26,0.46,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,273.37,2.26,N
23.76732,86.40403,305.33,0.46,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,274.5,1.57,N
23.77329,86.19618,308.76,0.45,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,287.49,1.69,N
23.7749,86.21031,306.06,0.45,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,286.88,1.35,N
23.77917,86.21124,326.49,0.45,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,287.43,3.19,N
23.78005,86.20687,306.98,0.45,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,287.43,2.85,N
23.78417,86.34245,305.26,0.46,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,282.74,1.93,N
23.7882,85.55163,313.64,0.41,0.45,2026-09-11,2034,N,VIIRS,n,2.0NRT,286.05,2.36,N
23.79527,86.35438,313.6,0.46,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,282.03,2.15,N
23.79647,86.35325,311.44,0.46,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,282.13,1.77,N
23.80108,86.33093,305.12,0.46,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,279.47,1.08,N
23.80401,86.33302,302.43,0.46,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,280.04,1.38,N
23.80489,86.32858,310.34,0.46,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,280.28,1.38,N
23.80536,86.33195,306.3,0.46,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,281.4,1.08,N
23.80626,86.32754,301.06,0.46,0.47,2026-09-11,2034,N,VIIRS,n,2.0NRT,280.45,1.08,N
24.19785,82.71539,319.36,0.44,0.38,2026-09-11,2034,N,VIIRS,n,2.0NRT,288.24,2.61,N
13.18113,79.91359,304.89,0.44,0.39,2026-09-11,2036,N,VIIRS,n,2.0NRT,288.79,0.88,N
13.39206,80.10056,307.08,0.45,0.39,2026-09-11,2036,N,VIIRS,n,2.0NRT,289.17,1.34,N
15.02417,78.01468,305.44,0.39,0.36,2026-09-11,2036,N,VIIRS,n,2.0NRT,284.08,2.26,N
15.02515,76.50147,309.08,0.39,0.36,2026-09-11,2036,N,VIIRS,n,2.0NRT,288.72,0.8,N
15.16826,76.67259,314.56,0.39,0.36,2026-09-11,2036,N,VIIRS,n,2.0NRT,291.21,2.01,N
15.16912,76.37862,302.57,0.39,0.36,2026-09-11,2036,N,VIIRS,n,2.0NRT,283.21,0.92,N
15.17247,76.37917,304.41,0.39,0.36,2026-09-11,2036,N,VIIRS,n,2.0NRT,284.12,0.92,N
15.17353,76.65462,312.41,0.39,0.36,2026-09-11,2036,N,VIIRS,n,2.0NRT,289.89,1.95,N
15.17464,76.69185,304.65,0.39,0.36,2026-09-11,2036,N,VIIRS,n,2.0NRT,284.95,1.61,N
15.17631,76.65878,318.99,0.39,0.36,2026-09-11,2036,N,VIIRS,n,2.0NRT,291.02,1.95,N
15.17686,76.65517,332.84,0.39,0.36,2026-09-11,2036,N,VIIRS,n,2.0NRT,292,1.95,N
15.1802,76.65571,303.39,0.39,0.36,2026-09-11,2036,N,VIIRS,n,2.0NRT,284.86,0.72,N
15.22512,76.76299,300.51,0.39,0.36,2026-09-11,2036,N,VIIRS,n,2.0NRT,274.54,0.96,N
15.65624,73.99073,303.93,0.48,0.4,2026-09-11,2036,N,VIIRS,n,2.0NRT,288.34,0.43,N
18.57696,72.2394,310.99,0.44,0.46,2026-09-11,2036,N,VIIRS,n,2.0NRT,292.56,2.03,N
18.58124,72.24,311.98,0.44,0.46,2026-09-11,2036,N,VIIRS,n,2.0NRT,292.79,2.03,N
18.68483,73.02999,314.34,0.4,0.44,2026-09-11,2036,N,VIIRS,n,2.0NRT,291.14,1.51,N
18.69148,73.0425,316.86,0.4,0.44,2026-09-11,2036,N,VIIRS,n,2.0NRT,290.51,1.61,N
18.69197,73.03873,308.23,0.4,0.44,2026-09-11,2036,N,VIIRS,n,2.0NRT,291.06,1.61,N
18.81351,74.30283,299.21,0.51,0.41,2026-09-11,2036,N,VIIRS,n,2.0NRT,282.78,0.44,N
19.22277,74.8159,301.94,0.48,0.4,2026-09-11,2036,N,VIIRS,n,2.0NRT,287.42,0.77,N
19.27853,71.42562,309.73,0.51,0.49,2026-09-11,2036,N,VIIRS,n,2.0NRT,293.72,2.82,N
19.37048,71.35533,315.22,0.51,0.5,2026-09-11,2036,N,VIIRS,n,2.0NRT,292.72,4.16,N
19.93491,73.71051,305.03,0.56,0.43,2026-09-11,2036,N,VIIRS,n,2.0NRT,280.5,1.46,N
6.71797,81.23399,319.11,0.43,0.46,2026-09-11,2038,N,VIIRS,n,2.0NRT,291.03,1.65,N
6.71807,81.23294,330.98,0.43,0.46,2026-09-11,2038,N,VIIRS,n,2.0NRT,291.06,2.18,N
6.71861,81.23012,308.34,0.43,0.46,2026-09-11,2038,N,VIIRS,n,2.0NRT,290.45,1.46,N
6.8708,81.53381,316.06,0.44,0.46,2026-09-11,2038,N,VIIRS,n,2.0NRT,290.71,2.02,N
7.16058,81.04489,303.81,0.41,0.45,2026-09-11,2038,N,VIIRS,n,2.0NRT,287.83,0.74,N
7.17868,81.09897,304.79,0.41,0.45,2026-09-11,2038,N,VIIRS,n,2.0NRT,288.85,0.74,N
7.65734,80.63947,311.03,0.57,0.43,2026-09-11,2038,N,VIIRS,n,2.0NRT,283.9,1.93,N
9.32874,77.42142,321.89,0.4,0.37,2026-09-11,2038,N,VIIRS,n,2.0NRT,287.03,2.04,N
9.3321,77.42197,324.79,0.4,0.37,2026-09-11,2038,N,VIIRS,n,2.0NRT,287.74,2.04,N
11.26878,80.00301,308.2,0.47,0.4,2026-09-11,2038,N,VIIRS,n,2.0NRT,284.12,2.98,N
11.2689,80.00498,306.35,0.47,0.4,2026-09-11,2038,N,VIIRS,n,2.0NRT,283.48,3.58,N
11.57125,77.67776,306.91,0.39,0.36,2026-09-11,2038,N,VIIRS,n,2.0NRT,287.08,2.27,N
25.38903,68.58649,295.44,0.61,0.71,2026-09-11,2214,N,VIIRS,n,2.0NRT,272.65,0.79,N
28.05043,69.36802,309.48,0.59,0.7,2026-09-11,2214,N,VIIRS,n,2.0NRT,293.94,1.32,N
28.05118,69.36514,305,0.59,0.7,2026-09-11,2214,N,VIIRS,n,2.0NRT,293.63,1.32,N
27.72672,96.28129,333.96,0.43,0.62,2026-09-12,608,N,VIIRS,n,2.0NRT,288.25,4.11,D
27.73226,96.2794,345.79,0.43,0.62,2026-09-12,608,N,VIIRS,n,2.0NRT,287.82,4.11,D
